ID,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,total_emotions,total_sentiments
14769,0.0769,0.3077,0.0,0.0769,0.0769,0.5,0.5,0.0769,0.0,0.3846,13,6
14771,0.2381,0.0952,0.1905,0.1429,0.0476,0.7368,0.2632,0.1905,0.0,0.0952,42,19
14774,0.1071,0.1071,0.0714,0.1696,0.125,0.5593,0.4407,0.1696,0.0536,0.1964,112,59
14776,0.0968,0.1613,0.1613,0.1935,0.0323,0.5263,0.4737,0.2581,0.0323,0.0645,31,19
14778,0.2593,0.2222,0.0741,0.2222,0.0,0.5,0.5,0.1111,0.0,0.1111,27,12
14783,0.0,0.1667,0.0,0.2222,0.1111,0.5556,0.4444,0.2222,0.1667,0.1111,18,9
14784,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,2,2
14786,0.0667,0.2667,0.0,0.1333,0.1333,0.5,0.5,0.2,0.0667,0.1333,15,6
14789,0.0667,0.0667,0.0667,0.2667,0.0667,0.3636,0.6364,0.2667,0.0667,0.1333,15,11
14794,0.1579,0.0789,0.1316,0.2105,0.0263,0.7059,0.2941,0.2895,0.0789,0.0263,38,17
14796,0.0781,0.1719,0.0312,0.1094,0.0781,0.4211,0.5789,0.2344,0.0312,0.2656,64,57
14799,0.1282,0.1154,0.0641,0.2051,0.1026,0.625,0.375,0.2051,0.0513,0.1282,78,40
14801,0.1296,0.1481,0.0741,0.1667,0.0556,0.5946,0.4054,0.2778,0.0185,0.1296,54,37
14804,0.2143,0.0714,0.0714,0.2143,0.0714,0.6,0.4,0.2857,0.0,0.0714,14,10
14806,0.0741,0.3333,0.037,0.1852,0.0,0.6667,0.3333,0.1852,0.037,0.1481,27,12
14807,0.0,0.125,0.0625,0.0,0.1875,0.25,0.75,0.125,0.0,0.5,16,12
14810,0.12,0.08,0.04,0.12,0.04,0.6667,0.3333,0.24,0.04,0.32,25,15
14814,0.0667,0.0,0.2,0.1333,0.0667,0.8333,0.1667,0.4,0.0,0.1333,15,12
14816,0.0333,0.1667,0.0667,0.1,0.1667,0.3333,0.6667,0.2,0.0333,0.2333,30,15
14820,0.0455,0.0455,0.0455,0.2727,0.0455,0.4545,0.5455,0.2727,0.0455,0.2273,22,11
14821,0.1333,0.2,0.0,0.0667,0.2,0.5,0.5,0.1333,0.1333,0.1333,15,6
14822,0.2353,0.1765,0.1176,0.0588,0.0588,0.625,0.375,0.1765,0.0,0.1765,17,8
14829,0.0,0.0,0.0,0.3333,0.1111,0.4,0.6,0.3333,0.0,0.2222,9,10
14838,0.0,0.2,0.0,0.2,0.1333,0.4444,0.5556,0.1333,0.2,0.1333,15,9
14844,0.069,0.069,0.0517,0.2759,0.0517,0.5,0.5,0.2586,0.0172,0.2069,58,26
14847,0.0455,0.0909,0.0455,0.2727,0.0455,0.6923,0.3077,0.3182,0.0455,0.1364,22,13
14852,0.1111,0.037,0.0741,0.1852,0.0741,0.3333,0.6667,0.1852,0.0741,0.2593,27,15
14861,0.0,0.1429,0.0,0.0,0.0,0.2,0.8,0.1429,0.0,0.7143,7,5
14863,0.0769,0.141,0.0128,0.1923,0.0897,0.54,0.46,0.1795,0.0385,0.2692,78,50
14864,0.0882,0.2059,0.0588,0.2059,0.0588,0.5625,0.4375,0.2353,0.0294,0.1176,34,16
14865,0.0625,0.125,0.0,0.125,0.125,0.4615,0.5385,0.3125,0.125,0.125,16,13
14879,0.0,0.1667,0.0,0.1111,0.1111,0.25,0.75,0.1111,0.0,0.5,18,16
14882,0.0,0.1667,0.0,0.1667,0.0,0.875,0.125,0.3333,0.1667,0.1667,6,8
14887,0.08,0.2,0.0,0.04,0.12,0.375,0.625,0.24,0.04,0.28,25,16
14893,0.125,0.1562,0.0938,0.1562,0.0625,0.35,0.65,0.1562,0.0,0.25,32,20
14898,0.0,0.1667,0.0,0.1667,0.0,1.0,0.0,0.3333,0.3333,0.0,6,3
14899,0.1667,0.0833,0.1667,0.25,0.0833,0.75,0.25,0.1667,0.0,0.0833,12,4
14900,0.1311,0.1639,0.0492,0.1148,0.1148,0.5143,0.4857,0.2295,0.0656,0.1311,61,35
14902,0.0,0.0952,0.0,0.2381,0.0952,0.5385,0.4615,0.3333,0.0476,0.1905,21,13
14904,0.0,0.1,0.1,0.3,0.0,0.5714,0.4286,0.4,0.0,0.1,10,7
14905,0.1852,0.1111,0.1111,0.1111,0.037,0.75,0.25,0.2963,0.0741,0.0741,27,12
14906,0.0732,0.1463,0.0976,0.1707,0.0976,0.4062,0.5938,0.1707,0.0244,0.2195,41,32
14910,0.0,0.2,0.05,0.25,0.1,0.4615,0.5385,0.15,0.05,0.2,20,13
14911,0.0541,0.0811,0.027,0.2973,0.1081,0.48,0.52,0.2703,0.0541,0.1081,37,25
14915,0.0833,0.3333,0.0417,0.1667,0.0,0.4118,0.5882,0.2083,0.0,0.1667,24,17
