ID,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,total_emotions,total_sentiments
255,0.0556,0.2037,0.0556,0.1111,0.1852,0.2222,0.7778,0.0741,0.1111,0.2037,54,27
256,0.05,0.1833,0.05,0.0667,0.2167,0.2667,0.7333,0.1,0.0833,0.25,60,30
257,0.1167,0.15,0.0667,0.0833,0.1333,0.3529,0.6471,0.1,0.1,0.25,60,34
258,0.0968,0.1452,0.0806,0.0968,0.1452,0.4333,0.5667,0.1452,0.0968,0.1935,62,30
259,0.0851,0.1277,0.0851,0.1277,0.2128,0.3077,0.6923,0.1064,0.0638,0.1915,47,26
260,0.0741,0.1481,0.0741,0.0741,0.1852,0.4516,0.5484,0.1111,0.1111,0.2222,54,31
261,0.0577,0.1538,0.0577,0.1346,0.1731,0.2857,0.7143,0.1346,0.1346,0.1538,52,35
262,0.0962,0.1154,0.0962,0.1154,0.1346,0.3448,0.6552,0.0962,0.1346,0.2115,52,29
263,0.0635,0.1905,0.0635,0.0952,0.2063,0.3226,0.6774,0.0952,0.0635,0.2222,63,31
264,0.1346,0.1538,0.0385,0.0769,0.2115,0.2973,0.7027,0.0962,0.0962,0.1923,52,37
265,0.0545,0.1273,0.0909,0.0727,0.2,0.2222,0.7778,0.1091,0.0727,0.2727,55,27
266,0.0323,0.2258,0.0968,0.0968,0.2258,0.2,0.8,0.0645,0.129,0.129,31,15
267,0.0303,0.1515,0.0606,0.0606,0.2121,0.2083,0.7917,0.1212,0.0606,0.303,33,24
268,0.0536,0.1429,0.1071,0.0714,0.1607,0.2727,0.7273,0.125,0.0893,0.25,56,33
269,0.0364,0.1818,0.0727,0.0727,0.2,0.1667,0.8333,0.0545,0.0727,0.3091,55,30
270,0.1045,0.1343,0.1194,0.1343,0.1642,0.3235,0.6765,0.0746,0.1194,0.1493,67,34
271,0.0938,0.1875,0.0625,0.0625,0.25,0.2857,0.7143,0.0938,0.0938,0.1562,32,21
272,0.0364,0.2182,0.0727,0.0545,0.2364,0.1538,0.8462,0.0545,0.1091,0.2182,55,26
273,0.0147,0.25,0.0441,0.0441,0.2647,0.1176,0.8824,0.0735,0.0882,0.2206,68,34
274,0.0208,0.25,0.0625,0.0417,0.25,0.1034,0.8966,0.0417,0.125,0.2083,48,29
275,0.0517,0.1897,0.0862,0.0517,0.2241,0.1923,0.8077,0.0517,0.1379,0.2069,58,26
276,0.0769,0.2051,0.0769,0.0513,0.2051,0.2273,0.7727,0.0513,0.1282,0.2051,39,22
277,0.0233,0.2326,0.0465,0.0465,0.2093,0.1304,0.8696,0.0698,0.093,0.2791,43,23
278,0.0,0.25,0.0625,0.0208,0.25,0.1852,0.8148,0.0417,0.125,0.25,48,27
279,0.0328,0.2131,0.0656,0.0492,0.2459,0.1333,0.8667,0.0656,0.1311,0.1967,61,30
280,0.0645,0.1935,0.0645,0.0645,0.2258,0.25,0.75,0.0645,0.129,0.1935,31,20
281,0.0,0.2083,0.0833,0.0417,0.25,0.1429,0.8571,0.0417,0.125,0.25,24,21
282,0.037,0.2222,0.0741,0.0741,0.2222,0.0952,0.9048,0.037,0.037,0.2963,27,21
283,0.0333,0.1667,0.0667,0.0333,0.2667,0.05,0.95,0.0333,0.1333,0.2667,30,20
284,0.0,0.2571,0.0571,0.0571,0.2571,0.1,0.9,0.0571,0.0857,0.2286,35,20
285,0.0,0.2414,0.069,0.069,0.2069,0.1111,0.8889,0.069,0.1379,0.2069,29,18
286,0.0385,0.1538,0.1154,0.0769,0.2308,0.1538,0.8462,0.0769,0.0769,0.2308,26,13
287,0.0,0.1613,0.0645,0.0645,0.2581,0.1739,0.8261,0.129,0.0645,0.2581,31,23
288,0.027,0.1622,0.0541,0.0541,0.2973,0.0909,0.9091,0.0541,0.0811,0.2703,37,22
289,0.0,0.1905,0.0714,0.0476,0.2143,0.1538,0.8462,0.0952,0.0714,0.3095,42,26
290,0.1481,0.1111,0.0741,0.1481,0.1852,0.2593,0.7407,0.1111,0.037,0.1852,27,27
291,0.0732,0.1951,0.0244,0.0976,0.2195,0.2273,0.7727,0.0976,0.0732,0.2195,41,22
292,0.0238,0.2381,0.0476,0.0714,0.2143,0.2917,0.7083,0.0952,0.0952,0.2143,42,24
293,0.0426,0.234,0.0638,0.0426,0.1915,0.25,0.75,0.0426,0.1277,0.2553,47,32
294,0.0357,0.2143,0.1071,0.0714,0.2143,0.1739,0.8261,0.0357,0.1071,0.2143,28,23
295,0.0645,0.129,0.0968,0.0968,0.1613,0.3636,0.6364,0.0968,0.129,0.2258,31,22
296,0.0256,0.2308,0.0769,0.0513,0.1795,0.1905,0.8095,0.0769,0.1538,0.2051,39,21
297,0.1395,0.1628,0.0698,0.1163,0.1628,0.3333,0.6667,0.1163,0.0698,0.1628,43,27
298,0.0392,0.2157,0.0784,0.0784,0.1765,0.2609,0.7391,0.0784,0.1176,0.2157,51,23
299,0.0851,0.1702,0.0426,0.1277,0.234,0.3462,0.6538,0.0638,0.0851,0.1915,47,26
300,0.0417,0.1458,0.0417,0.0417,0.1875,0.2286,0.7714,0.1042,0.0625,0.375,48,35
301,0.0843,0.1446,0.0843,0.1325,0.1205,0.425,0.575,0.2048,0.0723,0.1566,83,40
302,0.1111,0.1852,0.0741,0.1111,0.0988,0.5854,0.4146,0.1852,0.0494,0.1852,81,41
303,0.1031,0.1134,0.0825,0.1134,0.1237,0.5116,0.4884,0.1753,0.0825,0.2062,97,43
304,0.102,0.1224,0.102,0.1531,0.1122,0.5472,0.4528,0.1735,0.0714,0.1633,98,53
305,0.0933,0.1333,0.08,0.08,0.1067,0.6316,0.3684,0.24,0.0667,0.2,75,38
306,0.0986,0.0423,0.0704,0.1408,0.0986,0.5833,0.4167,0.3099,0.0423,0.1972,71,48
307,0.0741,0.1852,0.037,0.0926,0.1296,0.4474,0.5526,0.2407,0.0556,0.1852,54,38
308,0.0825,0.1134,0.0928,0.1237,0.1134,0.5102,0.4898,0.2268,0.0928,0.1546,97,49
309,0.0851,0.1702,0.0426,0.1064,0.1489,0.4643,0.5357,0.1702,0.0638,0.2128,47,28
310,0.0968,0.1613,0.0323,0.1129,0.1129,0.4722,0.5278,0.2097,0.0484,0.2258,62,36
311,0.1091,0.1091,0.1455,0.1455,0.1091,0.5455,0.4545,0.2182,0.0545,0.1091,55,33
312,0.0909,0.1591,0.0909,0.0682,0.1818,0.4074,0.5926,0.1364,0.0682,0.2045,44,27
313,0.0741,0.1481,0.1111,0.0864,0.1111,0.5385,0.4615,0.1975,0.0617,0.2099,81,39
314,0.0938,0.0625,0.125,0.0938,0.125,0.55,0.45,0.25,0.0312,0.2188,32,20
315,0.1316,0.1316,0.0789,0.1842,0.0789,0.64,0.36,0.2105,0.0526,0.1316,38,25
316,0.1034,0.1724,0.0345,0.1379,0.1379,0.5217,0.4783,0.2759,0.0345,0.1034,29,23
317,0.1212,0.1515,0.0606,0.0606,0.1212,0.4444,0.5556,0.1515,0.0909,0.2424,33,18
318,0.0877,0.1228,0.0702,0.1228,0.1579,0.4444,0.5556,0.2105,0.0702,0.1579,57,27
319,0.1053,0.1053,0.1053,0.1228,0.1228,0.5385,0.4615,0.193,0.0877,0.1579,57,26
320,0.0952,0.1429,0.0794,0.0952,0.1111,0.4815,0.5185,0.2381,0.0635,0.1746,63,27
321,0.1579,0.1053,0.0526,0.1579,0.0526,0.5556,0.4444,0.2632,0.0526,0.1579,38,18
322,0.1154,0.1346,0.0962,0.0769,0.1154,0.4848,0.5152,0.1923,0.0769,0.1923,52,33
323,0.06,0.16,0.06,0.04,0.16,0.4091,0.5909,0.2,0.1,0.22,50,22
324,0.0833,0.125,0.0833,0.125,0.1528,0.4615,0.5385,0.1389,0.1111,0.1806,72,39
325,0.0833,0.1667,0.0694,0.1111,0.125,0.5357,0.4643,0.1667,0.0833,0.1944,72,28
326,0.0877,0.1404,0.0702,0.0877,0.1754,0.4,0.6,0.1579,0.0702,0.2105,57,25
327,0.1071,0.1429,0.0714,0.0357,0.1429,0.4583,0.5417,0.2143,0.0357,0.25,28,24
328,0.1167,0.1167,0.0667,0.1167,0.15,0.5714,0.4286,0.1833,0.1,0.15,60,28
329,0.0816,0.1837,0.0816,0.102,0.1224,0.5909,0.4091,0.1837,0.102,0.1429,49,22
330,0.1091,0.1273,0.1091,0.1455,0.1273,0.52,0.48,0.1273,0.0909,0.1636,55,25
331,0.0606,0.2121,0.0909,0.0303,0.2424,0.4,0.6,0.1212,0.0606,0.1818,33,20
332,0.0,0.1538,0.0,0.0,0.2692,0.2667,0.7333,0.1154,0.1154,0.3462,26,15
333,0.0,0.3158,0.0526,0.0,0.3158,0.375,0.625,0.1053,0.0526,0.1579,19,16
334,0.0278,0.1667,0.0278,0.0278,0.1944,0.4091,0.5909,0.1667,0.0556,0.3333,36,22
335,0.0,0.1538,0.0769,0.0385,0.2692,0.5,0.5,0.0769,0.1538,0.2308,26,20
336,0.025,0.175,0.075,0.125,0.175,0.3333,0.6667,0.075,0.15,0.2,40,18
337,0.0882,0.1765,0.0294,0.0882,0.2059,0.5,0.5,0.1471,0.0588,0.2059,34,20
338,0.075,0.225,0.075,0.05,0.2,0.3889,0.6111,0.125,0.075,0.175,40,18
339,0.0,0.1667,0.0556,0.0,0.2222,0.4,0.6,0.1111,0.1111,0.3333,18,15
340,0.1071,0.1964,0.0536,0.0536,0.2321,0.4412,0.5588,0.0714,0.0893,0.1964,56,34
341,0.1154,0.1154,0.0385,0.1154,0.1154,0.5882,0.4118,0.2692,0.0769,0.1538,26,17
342,0.08,0.2,0.04,0.08,0.24,0.4286,0.5714,0.16,0.08,0.12,25,14
343,0.0714,0.1786,0.0357,0.0357,0.1786,0.5,0.5,0.1786,0.1071,0.2143,28,18
344,0.0667,0.1111,0.0667,0.1556,0.1111,0.4545,0.5455,0.2,0.0667,0.2222,45,22
345,0.08,0.12,0.04,0.08,0.16,0.4706,0.5294,0.2,0.12,0.2,25,17
346,0.0408,0.102,0.0612,0.1224,0.1633,0.3846,0.6154,0.1633,0.0612,0.2857,49,26
347,0.0769,0.1154,0.0769,0.1154,0.1154,0.5625,0.4375,0.1923,0.1154,0.1923,26,16
348,0.1667,0.0556,0.0556,0.1667,0.0556,0.6364,0.3636,0.2778,0.0556,0.1667,18,11
349,0.0556,0.1944,0.0833,0.0556,0.1944,0.3333,0.6667,0.1389,0.1111,0.1667,36,15
350,0.0732,0.2195,0.0732,0.0488,0.1463,0.5,0.5,0.1707,0.0976,0.1707,41,16
351,0.0769,0.1538,0.0769,0.0962,0.1923,0.4688,0.5312,0.2115,0.0769,0.1154,52,32
352,0.0943,0.1321,0.0943,0.0566,0.1132,0.4138,0.5862,0.2075,0.1321,0.1698,53,29
353,0.1273,0.1636,0.0727,0.0727,0.1818,0.5333,0.4667,0.1273,0.0909,0.1636,55,30
354,0.0444,0.1333,0.0889,0.1111,0.1556,0.4074,0.5926,0.1333,0.1111,0.2222,45,27
355,0.1053,0.1579,0.0702,0.0877,0.1579,0.52,0.48,0.1579,0.0877,0.1754,57,25
356,0.0541,0.1081,0.0811,0.0541,0.1892,0.4167,0.5833,0.1892,0.1081,0.2162,37,24
357,0.0727,0.1455,0.0545,0.0909,0.2182,0.4571,0.5429,0.1636,0.1091,0.1455,55,35
358,0.0444,0.1333,0.0889,0.0444,0.2889,0.4483,0.5517,0.1333,0.0667,0.2,45,29
359,0.0625,0.1406,0.0625,0.1094,0.1406,0.4444,0.5556,0.1875,0.0938,0.2031,64,36
360,0.1064,0.1702,0.0638,0.0851,0.1702,0.4615,0.5385,0.1277,0.1277,0.1489,47,26
