ID,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,total_emotions,total_sentiments
184,0.075,0.2,0.1,0.05,0.25,0.2381,0.7619,0.025,0.125,0.175,40,21
185,0.0345,0.2069,0.0345,0.0345,0.2759,0.3158,0.6842,0.0345,0.1034,0.2759,29,19
186,0.0357,0.25,0.0714,0.0714,0.25,0.2778,0.7222,0.0,0.1071,0.2143,28,18
187,0.0455,0.2727,0.0455,0.0455,0.1818,0.3889,0.6111,0.0455,0.1364,0.2273,22,18
188,0.0,0.2609,0.0435,0.0,0.2609,0.2,0.8,0.0,0.1304,0.3043,23,15
189,0.037,0.2222,0.1111,0.037,0.2593,0.2667,0.7333,0.037,0.1111,0.1852,27,15
190,0.0,0.3103,0.069,0.0,0.2414,0.3333,0.6667,0.0,0.1724,0.2069,29,12
191,0.0,0.2,0.08,0.0,0.2,0.2632,0.7368,0.08,0.16,0.28,25,19
192,0.0286,0.2286,0.0286,0.0,0.2857,0.2353,0.7647,0.0571,0.1143,0.2571,35,17
193,0.0244,0.2439,0.0976,0.0244,0.2195,0.2609,0.7391,0.0488,0.122,0.2195,41,23
194,0.0303,0.2424,0.0303,0.0909,0.2727,0.2778,0.7222,0.0303,0.1515,0.1515,33,18
195,0.0,0.2593,0.0741,0.0,0.2593,0.125,0.875,0.0,0.1852,0.2222,27,16
196,0.0,0.2857,0.0286,0.0286,0.2286,0.15,0.85,0.0571,0.1429,0.2286,35,20
197,0.0513,0.2821,0.0256,0.0513,0.2051,0.2941,0.7059,0.0769,0.0769,0.2308,39,17
198,0.0278,0.25,0.0833,0.0556,0.2222,0.3,0.7,0.0556,0.1389,0.1667,36,20
199,0.0286,0.2571,0.1143,0.0286,0.2,0.2941,0.7059,0.0286,0.2,0.1429,35,17
200,0.0,0.2857,0.0476,0.0,0.2381,0.1333,0.8667,0.0,0.1429,0.2857,21,15
201,0.0488,0.2439,0.0488,0.0244,0.2439,0.1667,0.8333,0.0244,0.0976,0.2683,41,18
202,0.0345,0.2069,0.069,0.069,0.2414,0.2727,0.7273,0.1034,0.1034,0.1724,29,22
203,0.0263,0.1842,0.0526,0.0263,0.2895,0.2,0.8,0.0789,0.1579,0.1842,38,20
204,0.0357,0.2857,0.0714,0.0357,0.25,0.2143,0.7857,0.0,0.1071,0.2143,28,14
205,0.0,0.2609,0.087,0.0,0.2174,0.2143,0.7857,0.0,0.2174,0.2174,23,14
206,0.069,0.2069,0.069,0.069,0.1724,0.3125,0.6875,0.069,0.1034,0.2414,29,16
207,0.0,0.2143,0.0357,0.0,0.2857,0.25,0.75,0.1071,0.1429,0.2143,28,16
208,0.0294,0.2059,0.0882,0.0588,0.2647,0.2,0.8,0.0588,0.1176,0.1765,34,20
209,0.0,0.2941,0.0294,0.0,0.2647,0.1429,0.8571,0.0,0.1176,0.2941,34,14
210,0.0,0.1818,0.0455,0.0,0.3182,0.2857,0.7143,0.0455,0.0909,0.3182,22,14
211,0.0571,0.2571,0.0571,0.0571,0.2286,0.25,0.75,0.0,0.1143,0.2286,35,16
212,0.0,0.2286,0.0571,0.0286,0.2571,0.2353,0.7647,0.0,0.1429,0.2857,35,17
213,0.0556,0.3333,0.0556,0.0556,0.3333,0.1875,0.8125,0.0,0.0556,0.1111,18,16
214,0.0238,0.3095,0.0476,0.0714,0.2381,0.381,0.619,0.0238,0.119,0.1667,42,21
215,0.0333,0.2,0.0667,0.0333,0.2667,0.1538,0.8462,0.0333,0.1,0.2667,30,13
216,0.0976,0.2439,0.0732,0.0732,0.1707,0.3684,0.6316,0.0732,0.0976,0.1707,41,19
217,0.0385,0.2308,0.0769,0.0385,0.2308,0.3571,0.6429,0.0385,0.2308,0.1154,26,14
218,0.0833,0.2083,0.0833,0.0,0.2917,0.1875,0.8125,0.0,0.1667,0.1667,24,16
219,0.0323,0.2258,0.0323,0.0968,0.1935,0.3125,0.6875,0.0645,0.1613,0.1935,31,16
220,0.0476,0.2857,0.0476,0.0952,0.1905,0.3077,0.6923,0.0476,0.1429,0.1429,21,13
221,0.0,0.3333,0.0,0.0417,0.2917,0.1667,0.8333,0.0,0.125,0.2083,24,12
222,0.04,0.28,0.08,0.04,0.24,0.1429,0.8571,0.0,0.12,0.2,25,14
223,0.1154,0.2308,0.0385,0.0769,0.2308,0.3529,0.6471,0.0769,0.1154,0.1154,26,17
224,0.0357,0.2143,0.1071,0.0714,0.2143,0.25,0.75,0.0357,0.1429,0.1786,28,16
225,0.0,0.2778,0.0556,0.0,0.3889,0.2308,0.7692,0.0,0.1111,0.1667,18,13
226,0.0,0.2667,0.0,0.0,0.4,0.2941,0.7059,0.0667,0.0667,0.2,15,17
227,0.0,0.25,0.0,0.0,0.35,0.2308,0.7692,0.05,0.15,0.2,20,13
228,0.0,0.2414,0.1034,0.0,0.3103,0.2778,0.7222,0.0,0.1724,0.1724,29,18
229,0.0,0.2759,0.0345,0.0,0.2759,0.1875,0.8125,0.0,0.1724,0.2414,29,16
230,0.0571,0.2286,0.1143,0.0571,0.2,0.1875,0.8125,0.0286,0.1429,0.1714,35,16
231,0.0357,0.25,0.0714,0.0714,0.25,0.3077,0.6923,0.0,0.1071,0.2143,28,13
232,0.0625,0.125,0.0,0.0625,0.375,0.25,0.75,0.0625,0.125,0.1875,16,12
233,0.0,0.2368,0.0526,0.0,0.2895,0.15,0.85,0.0,0.1579,0.2632,38,20
234,0.027,0.2703,0.027,0.027,0.2432,0.2632,0.7368,0.027,0.1351,0.2432,37,19
